xs1,ys1,xg1,yg1,xs2,ys2,xg2,yg2,distance,replanning count,time
29,15,8,30,5,1,31,24,43.5,19,3.2442030906677246
8,30,29,15,31,24,5,1,43.5,19,3.2442030906677246
16,5,8,14,19,14,22,22,14.0,12,0.9673199653625488
8,14,16,5,22,22,19,14,14.0,12,0.9673199653625488
21,16,30,20,1,13,2,3,12.0,8,0.7153842449188232
30,20,21,16,2,3,1,13,12.0,8,0.7153842449188232
22,21,25,20,24,23,12,9,15.0,17,1.4262058734893799
25,20,22,21,12,9,24,23,15.0,17,1.4262058734893799
8,17,10,1,8,6,6,4,12.0,4,1.088688850402832
10,1,8,17,6,4,8,6,12.0,4,1.088688850402832
29,27,10,21,29,23,2,27,29.0,17,1.9187819957733154
10,21,29,27,2,27,29,23,29.0,17,1.9187819957733154
5,10,0,1,19,16,1,2,23.0,7,1.7415478229522705
0,1,5,10,1,2,19,16,23.0,7,1.7415478229522705
30,24,9,20,24,6,4,20,29.5,23,3.2707889080047607
9,20,30,24,4,20,24,6,29.5,23,3.2707889080047607
16,4,17,19,18,6,3,31,28.0,18,2.237600088119507
17,19,16,4,3,31,18,6,28.0,18,2.237600088119507
9,14,19,2,24,1,20,0,13.5,5,1.1842560768127441
19,2,9,14,20,0,24,1,13.5,5,1.1842560768127441
2,24,25,20,3,31,8,0,31.5,21,2.3520069122314453
25,20,2,24,8,0,3,31,31.5,21,2.3520069122314453
14,4,19,19,2,11,26,29,32.0,18,2.6548311710357666
19,19,14,4,26,29,2,11,32.0,18,2.6548311710357666
11,29,22,29,1,25,5,23,8.5,6,0.6051249504089355
22,29,11,29,5,23,1,25,8.5,6,0.6051249504089355
12,28,12,27,1,3,31,30,29.0,20,3.3472249507904053
12,27,12,28,31,30,1,3,29.0,20,3.3472249507904053
18,29,15,20,23,23,8,31,17.5,7,1.2946479320526123
15,20,18,29,8,31,23,23,17.5,7,1.2946479320526123
24,15,3,16,26,5,0,23,33.0,18,2.5033559799194336
3,16,24,15,0,23,26,5,33.0,18,2.5033559799194336
9,27,14,24,5,6,16,1,12.0,8,0.8169279098510742
14,24,9,27,16,1,5,6,12.0,8,0.8169279098510742
6,27,14,30,1,2,10,13,15.5,10,1.0325942039489746
14,30,6,27,10,13,1,2,15.5,10,1.0325942039489746
15,20,31,11,13,26,13,2,26.5,17,1.6137609481811523
31,11,15,20,13,2,13,26,26.5,17,1.6137609481811523
0,22,31,5,0,28,17,9,42.0,25,2.965391159057617
31,5,0,22,17,9,0,28,42.0,25,2.965391159057617
7,24,11,11,14,2,19,6,14.0,9,1.0871219635009766
11,11,7,24,19,6,14,2,14.0,9,1.0871219635009766
20,6,30,10,7,9,5,31,19.0,15,1.41805100440979
30,10,20,6,5,31,7,9,19.0,15,1.41805100440979
28,23,8,16,0,28,20,31,25.0,16,1.6692628860473633
8,16,28,23,20,31,0,28,25.0,16,1.6692628860473633
7,10,25,15,8,13,25,8,22.5,13,1.4333457946777344
25,15,7,10,25,8,8,13,22.5,13,1.4333457946777344
18,22,0,3,12,0,26,15,33.0,15,2.3017048835754395
0,3,18,22,26,15,12,0,33.0,15,2.3017048835754395
3,0,29,30,30,31,2,13,51.0,19,4.210958003997803
29,30,3,0,2,13,30,31,51.0,19,4.210958003997803
1,27,22,27,30,20,17,13,20.5,12,1.216876745223999
22,27,1,27,17,13,30,20,20.5,12,1.216876745223999
19,20,18,26,26,31,0,11,26.5,17,2.591330051422119
18,26,19,20,0,11,26,31,26.5,17,2.591330051422119
3,8,0,25,28,3,26,17,19.0,12,1.1697018146514893
0,25,3,8,26,17,28,3,19.0,12,1.1697018146514893
27,9,2,7,15,21,8,9,24.0,13,1.6538209915161133
2,7,27,9,8,9,15,21,24.0,13,1.6538209915161133
20,25,26,29,9,8,19,24,19.0,9,1.4476361274719238
26,29,20,25,19,24,9,8,19.0,9,1.4476361274719238
25,16,6,15,8,3,26,7,22.0,14,1.5252671241760254
6,15,25,16,26,7,8,3,22.0,14,1.5252671241760254
23,16,16,3,1,20,25,17,24.5,14,1.8712100982666016
16,3,23,16,25,17,1,20,24.5,14,1.8712100982666016
19,19,15,17,17,8,17,21,9.5,4,0.7570891380310059
15,17,19,19,17,21,17,8,9.5,4,0.7570891380310059
2,19,26,24,3,5,17,3,24.5,20,1.8032200336456299
26,24,2,19,17,3,3,5,24.5,20,1.8032200336456299
22,1,9,11,1,26,3,21,15.0,13,1.2564730644226074
9,11,22,1,3,21,1,26,15.0,13,1.2564730644226074
4,16,6,1,30,10,19,0,20.0,8,1.20340895652771
6,1,4,16,19,0,30,10,20.0,8,1.20340895652771
3,8,27,27,24,3,15,15,32.0,16,2.7748098373413086
27,27,3,8,15,15,24,3,32.0,16,2.7748098373413086
21,29,21,0,14,18,2,25,25.0,17,1.8214139938354492
21,0,21,29,2,25,14,18,25.0,17,1.8214139938354492
6,22,6,3,16,30,15,12,21.0,13,1.2841320037841797
6,3,6,22,15,12,16,30,21.0,13,1.2841320037841797
14,16,18,13,30,0,16,29,26.0,14,2.8989970684051514
18,13,14,16,16,29,30,0,26.0,14,2.8989970684051514
30,15,15,7,9,6,25,9,24.0,9,1.7600221633911133
15,7,30,15,25,9,9,6,24.0,9,1.7600221633911133
10,28,20,8,22,9,6,21,29.0,11,1.8460280895233154
20,8,10,28,6,21,22,9,29.0,11,1.8460280895233154
4,24,16,23,27,21,25,31,14.5,6,0.9024248123168945
16,23,4,24,25,31,27,21,14.5,6,0.9024248123168945
27,21,0,25,5,2,15,15,28.0,17,1.9737579822540283
0,25,27,21,15,15,5,2,28.0,17,1.9737579822540283
20,8,5,5,20,6,21,27,22.0,14,1.4851739406585693
5,5,20,8,21,27,20,6,22.0,14,1.4851739406585693
10,10,29,22,5,23,10,9,27.0,16,1.92769193649292
29,22,10,10,10,9,5,23,27.0,16,1.92769193649292
2,31,23,3,4,16,13,5,34.5,20,2.950261116027832
23,3,2,31,13,5,4,16,34.5,20,2.950261116027832
26,20,10,7,6,27,11,21,20.0,17,1.619575023651123
10,7,26,20,11,21,6,27,20.0,17,1.619575023651123
12,26,19,15,25,15,20,26,17.0,6,1.0021557807922363
19,15,12,26,20,26,25,15,17.0,6,1.0021557807922363
12,27,31,16,31,9,13,15,28.0,15,1.851714849472046
31,16,12,27,13,15,31,9,28.0,15,1.851714849472046
9,17,15,28,30,23,6,30,25.0,11,1.9488739967346191
15,28,9,17,6,30,30,23,25.0,11,1.9488739967346191
11,6,9,7,22,28,13,9,15.5,8,1.546386957168579
9,7,11,6,13,9,22,28,15.5,8,1.546386957168579
16,8,8,25,31,9,4,24,34.5,15,2.6324470043182373
8,25,16,8,4,24,31,9,34.5,15,2.6324470043182373
23,11,28,7,17,13,18,18,7.5,5,0.5012857913970947
28,7,23,11,18,18,17,13,7.5,5,0.5012857913970947
8,19,8,29,4,22,15,13,16.0,13,1.1877570152282715
8,29,8,19,15,13,4,22,16.0,13,1.1877570152282715
2,25,2,5,8,13,0,3,19.0,5,1.113570213317871
2,5,2,25,0,3,8,13,19.0,5,1.113570213317871
6,15,30,20,0,27,23,8,35.5,23,2.421976089477539
30,20,6,15,23,8,0,27,35.5,23,2.421976089477539
13,30,25,26,14,18,20,27,15.5,8,0.897676944732666
25,26,13,30,20,27,14,18,15.5,8,0.897676944732666
26,24,10,20,13,19,7,1,22.0,12,1.36549711227417
10,20,26,24,7,1,13,19,22.0,12,1.36549711227417
2,3,1,20,22,22,8,15,19.5,14,1.1727712154388428
1,20,2,3,8,15,22,22,19.5,14,1.1727712154388428
29,12,8,3,7,10,24,2,28.5,7,2.2395498752593994
8,3,29,12,24,2,7,10,28.5,7,2.2395498752593994
2,8,17,30,29,23,8,7,37.0,19,2.5179779529571533
17,30,2,8,8,7,29,23,37.0,19,2.5179779529571533
20,29,27,30,13,17,28,11,14.5,13,1.147258996963501
27,30,20,29,28,11,13,17,14.5,13,1.147258996963501
2,26,26,26,1,23,25,26,26.5,13,1.5397319793701172
26,26,2,26,25,26,1,23,26.5,13,1.5397319793701172
20,13,1,18,1,3,14,31,35.5,16,2.837769031524658
1,18,20,13,14,31,1,3,35.5,16,2.837769031524658
26,27,12,4,9,28,3,15,28.0,17,2.131959915161133
12,4,26,27,3,15,9,28,28.0,17,2.131959915161133
9,11,31,13,4,28,17,16,24.5,15,1.6480929851531982
31,13,9,11,17,16,4,28,24.5,15,1.6480929851531982
24,16,2,2,23,4,2,25,39.0,17,2.7889888286590576
2,2,24,16,2,25,23,4,39.0,17,2.7889888286590576
27,12,17,16,18,5,19,17,14.5,7,0.8966529369354248
17,16,27,12,19,17,18,5,14.5,7,0.8966529369354248
5,2,24,22,4,8,26,5,32.0,21,2.525496006011963
24,22,5,2,26,5,4,8,32.0,21,2.525496006011963
16,18,12,12,30,10,11,23,21.0,13,2.1068661212921143
12,12,16,18,11,23,30,10,21.0,13,2.1068661212921143
14,24,8,26,8,15,9,6,9.0,9,0.5731613636016846
8,26,14,24,9,6,8,15,9.0,9,0.5731613636016846
28,23,1,27,20,26,19,10,24.0,16,1.7766022682189941
1,27,28,23,19,10,20,26,24.0,16,1.7766022682189941
28,30,8,3,14,22,24,20,29.5,19,3.499798059463501
8,3,28,30,24,20,14,22,29.5,19,3.499798059463501
13,22,4,7,15,26,21,12,22.0,16,2.049710750579834
4,7,13,22,21,12,15,26,22.0,16,2.049710750579834
17,28,16,21,18,10,16,2,9.0,6,0.7426559925079346
16,21,17,28,16,2,18,10,9.0,6,0.7426559925079346
11,3,13,1,4,28,10,3,18.5,9,2.594712972640991
13,1,11,3,10,3,4,28,18.5,9,2.594712972640991
3,28,3,15,12,23,31,21,17.0,13,1.883052110671997
3,15,3,28,31,21,12,23,17.0,13,1.883052110671997
7,9,3,14,30,14,25,21,10.5,8,1.0157268047332764
3,14,7,9,25,21,30,14,10.5,8,1.0157268047332764
20,24,23,22,13,8,8,1,8.5,4,1.125403881072998
23,22,20,24,8,1,13,8,8.5,4,1.125403881072998
5,0,7,26,20,23,10,9,26.0,15,1.7085800170898438
7,26,5,0,10,9,20,23,26.0,15,1.7085800170898438
19,10,15,28,18,15,2,2,26.5,12,1.8435347080230713
15,28,19,10,2,2,18,15,26.5,12,1.8435347080230713
4,1,30,17,2,19,3,15,24.5,17,2.5981040000915527
30,17,4,1,3,15,2,19,24.5,17,2.5981040000915527
3,13,24,1,26,4,7,23,35.5,11,4.243364095687866
24,1,3,13,7,23,26,4,35.5,11,4.243364095687866
10,30,19,3,25,30,14,27,26.0,20,2.8204638957977295
19,3,10,30,14,27,25,30,26.0,20,2.8204638957977295
10,16,3,13,9,0,3,24,20.0,6,1.710050106048584
3,13,10,16,3,24,9,0,20.0,6,1.710050106048584
10,11,21,5,21,4,5,23,26.0,12,2.042675018310547
21,5,10,11,5,23,21,4,26.0,12,2.042675018310547
26,11,28,28,24,29,1,1,36.0,16,3.702765941619873
28,28,26,11,1,1,24,29,36.0,16,3.702765941619873
3,21,31,24,14,19,18,11,22.5,16,3.6957831382751465
31,24,3,21,18,11,14,19,22.5,16,3.6957831382751465
8,0,17,30,19,26,25,14,28.5,17,2.285820960998535
17,30,8,0,25,14,19,26,28.5,17,2.285820960998535
19,23,24,26,23,30,0,24,20.5,10,1.8547019958496094
24,26,19,23,0,24,23,30,20.5,10,1.8547019958496094
5,8,21,29,23,1,14,29,39.0,18,2.649749994277954
21,29,5,8,14,29,23,1,39.0,18,2.649749994277954
20,21,31,25,14,19,6,22,13.0,7,0.8144540786743164
31,25,20,21,6,22,14,19,13.0,7,0.8144540786743164
7,29,26,20,30,7,22,20,25.5,13,11.454912900924683
26,20,7,29,22,20,30,7,25.5,13,11.454912900924683
3,27,25,19,23,12,11,3,26.5,16,2.1506991386413574
25,19,3,27,11,3,23,12,26.5,16,2.1506991386413574
31,10,14,11,9,18,4,3,19.0,12,1.305696964263916
14,11,31,10,4,3,9,18,19.0,12,1.305696964263916
13,24,16,25,11,16,12,15,3.0,3,0.2671051025390625
16,25,13,24,12,15,11,16,3.0,3,0.2671051025390625
0,14,4,2,4,24,7,31,13.0,8,1.3199701309204102
4,2,0,14,7,31,4,24,13.0,8,1.3199701309204102
24,26,15,1,3,18,1,3,25.5,15,3.115642786026001
15,1,24,26,1,3,3,18,25.5,15,3.115642786026001
18,0,28,20,15,19,1,22,24.5,14,3.373526096343994
28,20,18,0,1,22,15,19,24.5,14,3.373526096343994
10,20,14,25,23,5,12,24,19.5,8,2.1013851165771484
14,25,10,20,12,24,23,5,19.5,8,2.1013851165771484
28,11,11,6,12,4,13,30,26.5,13,1.7514989376068115
11,6,28,11,13,30,12,4,26.5,13,1.7514989376068115
1,16,18,4,26,23,17,16,22.5,17,1.5979771614074707
18,4,1,16,17,16,26,23,22.5,17,1.5979771614074707
21,19,14,23,12,10,18,13,10.0,8,0.6361091136932373
14,23,21,19,18,13,12,10,10.0,8,0.6361091136932373
8,24,28,28,4,24,11,19,20.0,12,1.5260679721832275
28,28,8,24,11,19,4,24,20.0,12,1.5260679721832275
23,15,24,3,1,18,6,21,10.5,10,0.6971316337585449
24,3,23,15,6,21,1,18,10.5,10,0.6971316337585449
11,1,30,21,8,13,25,10,29.5,20,2.6144728660583496
30,21,11,1,25,10,8,13,29.5,20,2.6144728660583496
15,12,29,7,16,9,15,0,14.5,11,1.4391727447509766
29,7,15,12,15,0,16,9,14.5,11,1.4391727447509766
22,17,16,1,18,10,17,3,15.0,7,2.2074830532073975
16,1,22,17,17,3,18,10,15.0,7,2.2074830532073975
29,20,18,12,25,22,13,2,26.5,18,2.0960662364959717
18,12,29,20,13,2,25,22,26.5,18,2.0960662364959717
10,5,0,1,25,15,30,2,18.0,9,1.5952420234680176
0,1,10,5,30,2,25,15,18.0,9,1.5952420234680176
9,17,10,20,20,26,18,2,16.0,14,2.685180902481079
10,20,9,17,18,2,20,26,16.0,14,2.685180902481079
19,19,8,31,6,4,6,11,16.0,10,1.8137180805206299
8,31,19,19,6,11,6,4,16.0,10,1.8137180805206299
11,15,14,3,2,31,12,26,16.0,10,1.3154449462890625
14,3,11,15,12,26,2,31,16.0,10,1.3154449462890625
8,4,15,7,0,6,14,17,18.5,15,1.7313029766082764
15,7,8,4,14,17,0,6,18.5,15,1.7313029766082764
24,25,30,6,0,13,15,25,26.0,14,2.042908191680908
30,6,24,25,15,25,0,13,26.0,14,2.042908191680908
12,28,3,11,2,11,9,11,16.5,8,1.7107598781585693
3,11,12,28,9,11,2,11,16.5,8,1.7107598781585693
16,31,5,22,22,27,23,23,12.5,11,1.064810037612915
5,22,16,31,23,23,22,27,12.5,11,1.064810037612915
6,9,22,26,10,4,2,29,33.0,21,2.0201969146728516
22,26,6,9,2,29,10,4,33.0,21,2.0201969146728516
11,29,6,28,21,1,0,13,19.5,13,1.7587511539459229
6,28,11,29,0,13,21,1,19.5,13,1.7587511539459229
6,16,22,25,21,27,13,24,19.0,7,1.6623680591583252
22,25,6,16,13,24,21,27,19.0,7,1.6623680591583252
12,1,21,28,5,6,25,22,37.0,20,2.925248861312866
21,28,12,1,25,22,5,6,37.0,20,2.925248861312866
2,9,26,19,22,28,2,23,30.5,15,2.165151834487915
26,19,2,9,2,23,22,28,30.5,15,2.165151834487915
27,26,17,10,4,12,25,22,29.5,14,2.015828847885132
17,10,27,26,25,22,4,12,29.5,14,2.015828847885132
5,30,24,23,1,14,3,9,18.5,13,1.5302510261535645
24,23,5,30,3,9,1,14,18.5,13,1.5302510261535645
24,19,16,23,26,3,2,29,31.0,20,2.7628300189971924
16,23,24,19,2,29,26,3,31.0,20,2.7628300189971924
0,0,21,19,4,31,19,19,34.5,19,8.378028154373169
21,19,0,0,19,19,4,31,34.5,19,8.378028154373169
5,10,11,9,11,16,9,21,7.0,6,0.3872041702270508
11,9,5,10,9,21,11,16,7.0,6,0.3872041702270508
10,21,13,26,15,27,18,26,6.0,4,0.4391601085662842
13,26,10,21,18,26,15,27,6.0,4,0.4391601085662842
17,7,2,10,2,22,0,4,21.0,6,1.2152161598205566
2,10,17,7,0,4,2,22,21.0,6,1.2152161598205566
20,5,13,20,25,23,15,27,18.0,12,1.2017230987548828
13,20,20,5,15,27,25,23,18.0,12,1.2017230987548828
20,2,21,12,27,1,6,17,24.0,17,2.431759834289551
21,12,20,2,6,17,27,1,24.0,17,2.431759834289551
2,25,26,0,0,26,2,4,37.5,24,3.0397303104400635
26,0,2,25,2,4,0,26,37.5,24,3.0397303104400635
22,25,31,31,23,6,1,23,27.0,17,2.213951826095581
31,31,22,25,1,23,23,6,27.0,17,2.213951826095581
14,30,31,16,30,31,30,2,34.0,12,2.3581700325012207
31,16,14,30,30,2,30,31,34.0,12,2.3581700325012207
22,4,27,1,18,3,30,24,21.5,11,2.832367181777954
27,1,22,4,30,24,18,3,21.5,11,2.832367181777954
12,24,28,11,4,8,3,20,21.0,15,3.7450618743896484
28,11,12,24,3,20,4,8,21.0,15,3.7450618743896484
28,14,22,5,5,15,9,29,16.5,12,1.1722800731658936
22,5,28,14,9,29,5,15,16.5,12,1.1722800731658936
13,2,11,28,31,28,15,16,30.0,17,2.4487109184265137
11,28,13,2,15,16,31,28,30.0,17,2.4487109184265137
26,29,24,22,11,8,7,31,19.0,14,1.48223876953125
24,22,26,29,7,31,11,8,19.0,14,1.48223876953125
25,27,0,16,18,20,0,5,34.5,16,3.1181230545043945
0,16,25,27,0,5,18,20,34.5,16,3.1181230545043945
18,15,25,0,23,18,4,3,29.0,14,3.4021658897399902
25,0,18,15,4,3,23,18,29.0,14,3.4021658897399902
18,24,11,19,29,16,20,6,15.5,15,1.0719249248504639
11,19,18,24,20,6,29,16,15.5,15,1.0719249248504639
20,16,22,3,25,28,3,29,19.0,15,1.3333661556243896
22,3,20,16,3,29,25,28,19.0,15,1.3333661556243896
2,0,25,23,17,22,3,11,35.5,16,3.7195498943328857
25,23,2,0,3,11,17,22,35.5,16,3.7195498943328857
3,31,15,29,21,30,7,28,16.0,7,1.441481113433838
15,29,3,31,7,28,21,30,16.0,7,1.441481113433838
3,17,6,4,21,17,23,30,17.5,11,1.8430960178375244
6,4,3,17,23,30,21,17,17.5,11,1.8430960178375244
30,3,9,3,13,11,8,15,16.0,7,1.9840219020843506
9,3,30,3,8,15,13,11,16.0,7,1.9840219020843506
1,10,22,6,21,13,7,16,22.0,15,1.6016340255737305
22,6,1,10,7,16,21,13,22.0,15,1.6016340255737305
26,18,21,24,21,23,30,14,14.5,3,1.028454065322876
21,24,26,18,30,14,21,23,14.5,3,1.028454065322876
9,17,23,24,27,1,17,27,28.5,14,3.483346939086914
23,24,9,17,17,27,27,1,28.5,14,3.483346939086914
3,19,23,18,12,0,8,0,12.5,11,1.253204107284546
23,18,3,19,8,0,12,0,12.5,11,1.253204107284546
1,18,16,26,23,11,27,28,22.0,13,1.3846640586853027
16,26,1,18,27,28,23,11,22.0,13,1.3846640586853027
1,12,28,6,1,16,13,30,30.5,20,2.8046209812164307
28,6,1,12,13,30,1,16,30.5,20,2.8046209812164307
28,0,25,5,3,18,13,25,12.5,9,1.1716759204864502
25,5,28,0,13,25,3,18,12.5,9,1.1716759204864502
15,22,14,15,2,9,7,23,13.5,9,1.079529047012329
14,15,15,22,7,23,2,9,13.5,9,1.079529047012329
4,20,28,1,26,21,20,14,29.0,17,2.5985610485076904
28,1,4,20,20,14,26,21,29.0,17,2.5985610485076904
8,27,10,17,13,23,3,17,15.0,8,1.015462875366211
10,17,8,27,3,17,13,23,15.0,8,1.015462875366211
25,26,31,28,13,15,16,5,10.5,10,0.7015600204467773
31,28,25,26,16,5,13,15,10.5,10,0.7015600204467773
22,22,14,12,22,29,9,19,20.5,13,1.3421549797058105
14,12,22,22,9,19,22,29,20.5,13,1.3421549797058105
27,13,11,25,10,2,20,20,28.0,19,2.119920015335083
11,25,27,13,20,20,10,2,28.0,19,2.119920015335083
11,5,27,11,14,24,24,15,20.5,13,2.0495879650115967
27,11,11,5,24,15,14,24,20.5,13,2.0495879650115967
29,10,2,5,18,22,14,13,23.5,15,3.1023123264312744
2,5,29,10,14,13,18,22,23.5,15,3.1023123264312744
29,1,15,28,23,16,8,24,33.0,17,2.89302921295166
15,28,29,1,8,24,23,16,33.0,17,2.89302921295166
0,6,10,29,6,16,21,23,27.5,14,1.9151499271392822
10,29,0,6,21,23,6,16,27.5,14,1.9151499271392822
12,22,6,16,13,1,2,10,16.0,7,1.1160609722137451
6,16,12,22,2,10,13,1,16.0,7,1.1160609722137451
7,29,3,22,1,12,2,1,11.5,6,1.7001688480377197
3,22,7,29,2,1,1,12,11.5,6,1.7001688480377197
24,17,18,10,1,28,25,21,23.0,15,3.1113622188568115
18,10,24,17,25,21,1,28,23.0,15,3.1113622188568115
16,19,9,8,1,12,22,25,26.0,14,2.028778076171875
9,8,16,19,22,25,1,12,26.0,14,2.028778076171875
14,11,4,13,11,25,25,4,23.5,16,2.2230069637298584
4,13,14,11,25,4,11,25,23.5,16,2.2230069637298584
10,6,4,2,1,23,31,24,21.5,15,1.8568179607391357
4,2,10,6,31,24,1,23,21.5,15,1.8568179607391357
5,28,8,6,16,16,13,29,20.5,11,1.7151520252227783
8,6,5,28,13,29,16,16,20.5,11,1.7151520252227783
31,22,15,1,7,30,4,2,35.0,18,2.5400609970092773
15,1,31,22,4,2,7,30,35.0,18,2.5400609970092773
1,6,25,24,21,11,7,26,35.5,19,2.6560089588165283
25,24,1,6,7,26,21,11,35.5,19,2.6560089588165283
9,1,3,5,19,2,8,28,24.5,17,3.3357651233673096
3,5,9,1,8,28,19,2,24.5,17,3.3357651233673096
3,7,8,12,25,12,27,10,7.0,8,0.555866003036499
8,12,3,7,27,10,25,12,7.0,8,0.555866003036499
29,11,5,9,17,13,10,19,21.5,17,1.7388889789581299
5,9,29,11,10,19,17,13,21.5,17,1.7388889789581299
21,9,3,2,23,2,31,4,18.5,11,1.3539111614227295
3,2,21,9,31,4,23,2,18.5,11,1.3539111614227295
21,15,11,17,2,21,17,19,14.5,6,0.9943931102752686
11,17,21,15,17,19,2,21,14.5,6,0.9943931102752686
5,11,26,18,28,8,5,31,37.0,21,5.466523885726929
26,18,5,11,5,31,28,8,37.0,21,5.466523885726929
1,28,30,27,16,14,19,27,25.0,10,7.5392539501190186
30,27,1,28,19,27,16,14,25.0,10,7.5392539501190186
26,9,26,15,20,31,5,19,16.5,13,1.4741270542144775
26,15,26,9,5,19,20,31,16.5,13,1.4741270542144775
30,24,20,15,27,13,5,29,28.5,16,2.2730541229248047
20,15,30,24,5,29,27,13,28.5,16,2.2730541229248047
22,25,20,0,27,7,7,5,25.5,15,1.6323058605194092
20,0,22,25,7,5,27,7,25.5,15,1.6323058605194092
9,26,26,30,19,4,11,11,18.0,11,1.123960018157959
26,30,9,26,11,11,19,4,18.0,11,1.123960018157959
27,8,3,11,22,14,11,18,21.0,19,1.4770779609680176
3,11,27,8,11,18,22,14,21.0,19,1.4770779609680176
15,12,21,13,9,30,3,25,9.0,7,0.5687069892883301
21,13,15,12,3,25,9,30,9.0,7,0.5687069892883301
6,29,5,30,4,26,21,5,20.0,20,2.0021021366119385
5,30,6,29,21,5,4,26,20.0,20,2.0021021366119385
14,2,25,23,15,16,24,14,21.5,15,1.7549200057983398
25,23,14,2,24,14,15,16,21.5,15,1.7549200057983398
13,5,14,12,12,17,26,27,17.0,12,1.4289648532867432
