xs1,ys1,xg1,yg1,xs2,ys2,xg2,yg2,distance,replanning count,time
19,16,10,10,10,8,26,13,19.0,12,3.4423229694366455
19,5,26,28,7,3,3,28,38.5,38,3.608520984649658
26,28,19,5,3,28,7,3,38.5,38,3.608520984649658
20,13,6,24,29,30,19,10,27.5,28,3.234262228012085
6,24,20,13,19,10,29,30,27.5,28,3.234262228012085
16,17,21,2,17,13,23,7,17.0,12,1.9058277606964111
21,2,16,17,23,7,17,13,17.0,12,1.9058277606964111
0,10,10,30,19,20,23,5,30.5,25,10.223287105560303
10,30,0,10,23,5,19,20,30.5,25,10.223287105560303
5,16,26,11,22,12,17,18,20.5,20,1.8537988662719727
26,11,5,16,17,18,22,12,20.5,20,1.8537988662719727
8,8,3,8,29,14,30,0,14.0,17,1.2059237957000732
3,8,8,8,30,0,29,14,14.0,17,1.2059237957000732
28,4,10,17,12,14,9,29,29.5,23,2.4771409034729004
10,17,28,4,9,29,12,14,29.5,23,2.4771409034729004
10,28,26,22,25,27,20,12,22.0,19,1.6204817295074463
26,22,10,28,20,12,25,27,22.0,19,1.6204817295074463
22,29,20,16,8,29,31,2,34.5,31,3.2954702377319336
20,16,22,29,31,2,8,29,34.5,31,3.2954702377319336
30,17,2,10,31,31,19,10,35.0,32,3.245972156524658
2,10,30,17,19,10,31,31,35.0,32,3.245972156524658
18,11,23,15,22,31,31,0,32.5,13,41.552560806274414
23,15,18,11,31,0,22,31,32.5,13,41.552560806274414
19,0,27,11,31,9,27,10,13.0,10,1.2350749969482422
27,11,19,0,27,10,31,9,13.0,10,1.2350749969482422
25,14,21,16,22,20,18,20,5.0,5,0.39993715286254883
21,16,25,14,18,20,22,20,5.0,5,0.39993715286254883
9,17,25,11,5,29,22,4,34.0,28,2.737445116043091
25,11,9,17,22,4,5,29,34.0,28,2.737445116043091
11,31,5,23,0,21,31,27,34.5,30,5.132849931716919
5,23,11,31,31,27,0,21,34.5,30,5.132849931716919
29,7,27,12,19,31,20,7,16.0,23,1.5550179481506348
27,12,29,7,20,7,19,31,16.0,23,1.5550179481506348
21,9,6,19,19,6,16,17,21.5,25,1.6600580215454102
6,19,21,9,16,17,19,6,21.5,25,1.6600580215454102
25,11,27,15,19,27,5,28,13.5,13,1.3228039741516113
27,15,25,11,5,28,19,27,13.5,13,1.3228039741516113
4,13,26,31,0,8,14,0,33.0,36,4.631595849990845
26,31,4,13,14,0,0,8,33.0,36,4.631595849990845
7,15,13,3,31,4,17,0,19.0,17,1.2458958625793457
13,3,7,15,17,0,31,4,19.0,17,1.2458958625793457
22,12,29,25,5,27,7,15,22.0,20,7.533166170120239
29,25,22,12,7,15,5,27,22.0,20,7.533166170120239
10,24,14,0,19,2,25,9,24.5,19,8.456105947494507
14,0,10,24,25,9,19,2,24.5,19,8.456105947494507
10,29,31,15,22,10,1,10,32.0,27,2.9394609928131104
31,15,10,29,1,10,22,10,32.0,27,2.9394609928131104
11,27,20,16,17,20,6,11,25.0,27,1.8490307331085205
20,16,11,27,6,11,17,20,25.0,27,1.8490307331085205
7,11,13,18,20,29,3,16,22.5,17,1.791367769241333
13,18,7,11,3,16,20,29,22.5,17,1.791367769241333
16,24,17,30,5,24,8,21,8.5,9,0.5490560531616211
17,30,16,24,8,21,5,24,8.5,9,0.5490560531616211
31,2,21,5,12,14,11,30,17.0,17,4.91837477684021
21,5,31,2,11,30,12,14,17.0,17,4.91837477684021
2,15,5,12,11,18,25,10,15.0,20,1.5765819549560547
5,12,2,15,25,10,11,18,15.0,20,1.5765819549560547
18,26,23,23,28,20,11,20,16.5,20,1.747291088104248
23,23,18,26,11,20,28,20,16.5,20,1.747291088104248
8,29,6,7,28,9,13,30,35.0,30,3.024566173553467
6,7,8,29,13,30,28,9,35.0,30,3.024566173553467
7,6,7,1,25,22,24,17,7.5,8,0.49980998039245605
7,1,7,6,24,17,25,22,7.5,8,0.49980998039245605
6,27,30,26,29,8,20,1,25.5,28,2.259031057357788
30,26,6,27,20,1,29,8,25.5,28,2.259031057357788
20,29,3,5,24,31,18,21,32.5,40,3.148298740386963
3,5,20,29,18,21,24,31,32.5,40,3.148298740386963
12,10,9,19,3,15,7,30,18.5,18,3.1815261840820312
9,19,12,10,7,30,3,15,18.5,18,3.1815261840820312
6,20,13,5,6,5,26,17,29.0,32,2.620311737060547
13,5,6,20,26,17,6,5,29.0,32,2.620311737060547
11,28,1,10,24,18,24,19,16.5,29,1.8756000995635986
1,10,11,28,24,19,24,18,16.5,29,1.8756000995635986
28,22,10,20,29,30,0,9,39.0,43,3.599247694015503
10,20,28,22,0,9,29,30,39.0,43,3.599247694015503
0,30,3,21,26,27,12,9,22.0,30,2.007983684539795
3,21,0,30,12,9,26,27,22.0,30,2.007983684539795
11,5,5,3,15,18,24,25,13.0,16,1.0234730243682861
5,3,11,5,24,25,15,18,13.0,16,1.0234730243682861
17,1,15,31,8,8,25,0,33.5,30,3.5398340225219727
15,31,17,1,25,0,8,8,33.5,30,3.5398340225219727
9,11,26,3,1,28,22,11,35.5,32,2.9797489643096924
26,3,9,11,22,11,1,28,35.5,32,2.9797489643096924
17,3,12,25,30,10,13,5,27.5,30,2.199450969696045
12,25,17,3,13,5,30,10,27.5,30,2.199450969696045
11,31,8,13,17,9,3,17,24.5,22,2.9229800701141357
8,13,11,31,3,17,17,9,24.5,22,2.9229800701141357
18,30,6,19,6,1,19,20,28.5,31,2.464459180831909
6,19,18,30,19,20,6,1,28.5,31,2.464459180831909
2,30,4,15,8,21,17,20,20.5,19,7.195623159408569
4,15,2,30,17,20,8,21,20.5,19,7.195623159408569
6,8,3,5,30,14,19,5,13.0,15,1.2715678215026855
3,5,6,8,19,5,30,14,13.0,15,1.2715678215026855
14,23,28,31,31,2,25,14,23.0,19,6.46099591255188
28,31,14,23,25,14,31,2,23.0,19,6.46099591255188
3,28,29,17,9,8,6,11,22.5,36,3.0249998569488525
29,17,3,28,6,11,9,8,22.5,36,3.0249998569488525
29,19,3,11,1,2,15,23,39.5,38,3.9752371311187744
3,11,29,19,15,23,1,2,39.5,38,3.9752371311187744
10,6,23,18,8,10,14,8,18.5,24,1.8114769458770752
23,18,10,6,14,8,8,10,18.5,24,1.8114769458770752
1,24,16,15,1,31,26,17,33.5,35,3.2540979385375977
16,15,1,24,26,17,1,31,33.5,35,3.2540979385375977
22,21,18,7,13,23,31,7,28.0,24,2.401956081390381
18,7,22,21,31,7,13,23,28.0,24,2.401956081390381
29,5,21,21,10,13,18,3,21.0,21,1.6116819381713867
21,21,29,5,18,3,10,13,21.0,21,1.6116819381713867
30,0,23,7,17,26,20,30,10.5,14,0.8070120811462402
23,7,30,0,20,30,17,26,10.5,14,0.8070120811462402
21,24,5,30,19,12,15,5,18.5,20,1.7143831253051758
5,30,21,24,15,5,19,12,18.5,20,1.7143831253051758
25,8,9,1,29,3,14,1,21.0,21,1.9218780994415283
9,1,25,8,14,1,29,3,21.0,21,1.9218780994415283
2,2,16,7,10,22,4,7,23.0,20,5.843040943145752
16,7,2,2,4,7,10,22,23.0,20,5.843040943145752
26,23,4,0,9,23,9,5,34.5,24,3.285036087036133
4,0,26,23,9,5,9,23,34.5,24,3.285036087036133
24,31,8,9,17,20,17,17,23.5,34,2.277155876159668
8,9,24,31,17,17,17,20,23.5,34,2.277155876159668
2,14,6,13,7,12,29,22,20.5,33,2.2750940322875977
6,13,2,14,29,22,7,12,20.5,33,2.2750940322875977
25,5,3,9,9,31,23,9,33.0,29,2.697722911834717
3,9,25,5,23,9,9,31,33.0,29,2.697722911834717
31,30,22,11,16,25,6,1,35.0,34,3.1456871032714844
22,11,31,30,6,1,16,25,35.0,34,3.1456871032714844
19,5,1,5,23,0,15,27,32.5,40,3.3730859756469727
1,5,19,5,15,27,23,0,32.5,40,3.3730859756469727
3,5,28,4,24,15,31,11,21.5,20,1.8053739070892334
28,4,3,5,31,11,24,15,21.5,20,1.8053739070892334
9,16,0,14,15,0,22,22,21.0,29,1.8555541038513184
0,14,9,16,22,22,15,0,21.0,29,1.8555541038513184
9,23,24,6,24,2,13,19,31.0,22,2.995357036590576
24,6,9,23,13,19,24,2,31.0,22,2.995357036590576
5,5,19,9,31,15,24,4,21.0,17,2.0016918182373047
19,9,5,5,24,4,31,15,21.0,17,2.0016918182373047
29,19,24,28,5,5,14,19,19.5,24,1.455998182296753
24,28,29,19,14,19,5,5,19.5,24,1.455998182296753
30,19,3,20,24,7,10,30,38.5,35,3.4645869731903076
3,20,30,19,10,30,24,7,38.5,35,3.4645869731903076
25,8,11,9,21,24,0,31,24.5,25,2.0268311500549316
11,9,25,8,0,31,21,24,24.5,25,2.0268311500549316
3,20,18,4,21,25,14,13,26.0,28,2.570410966873169
18,4,3,20,14,13,21,25,26.0,28,2.570410966873169
12,1,16,14,13,24,14,30,15.0,18,1.3787951469421387
16,14,12,1,14,30,13,24,15.0,18,1.3787951469421387
17,7,22,19,24,24,6,14,24.5,29,1.9256010055541992
22,19,17,7,6,14,24,24,24.5,29,1.9256010055541992
11,17,31,31,9,0,10,26,32.0,28,60.0
31,31,11,17,10,26,9,0,32.0,28,60.0
14,16,8,24,23,26,9,11,21.5,22,1.938995122909546
8,24,14,16,9,11,23,26,21.5,22,1.938995122909546
13,30,13,21,27,16,24,24,11.0,11,0.6482350826263428
13,21,13,30,24,24,27,16,11.0,11,0.6482350826263428
14,27,12,14,5,20,1,16,20.5,20,16.359911918640137
12,14,14,27,1,16,5,20,20.5,20,16.359911918640137
31,6,18,7,4,17,1,30,22.0,22,10.977461814880371
18,7,31,6,1,30,4,17,22.0,22,10.977461814880371
13,19,24,13,22,26,21,27,11.5,16,0.9778990745544434
24,13,13,19,21,27,22,26,11.5,16,0.9778990745544434
8,17,5,10,31,7,25,23,19.0,25,1.7144551277160645
5,10,8,17,25,23,31,7,19.0,25,1.7144551277160645
5,6,24,19,1,20,14,19,25.0,30,2.0762622356414795
24,19,5,6,14,19,1,20,25.0,30,2.0762622356414795
20,7,20,11,26,26,9,1,24.0,35,2.618878126144409
20,11,20,7,9,1,26,26,24.0,35,2.618878126144409
3,13,5,27,1,28,7,9,25.5,19,2.9017481803894043
5,27,3,13,7,9,1,28,25.5,19,2.9017481803894043
14,16,4,25,18,0,22,31,30.0,31,2.8498477935791016
4,25,14,16,22,31,18,0,30.0,31,2.8498477935791016
30,31,9,19,2,9,19,8,30.5,35,2.6599318981170654
9,19,30,31,19,8,2,9,30.5,35,2.6599318981170654
0,6,5,1,9,22,14,20,8.5,9,0.5923831462860107
5,1,0,6,14,20,9,22,8.5,9,0.5923831462860107
29,29,13,23,25,2,24,19,22.0,21,1.8187010288238525
13,23,29,29,24,19,25,2,22.0,21,1.8187010288238525
22,18,5,15,19,12,28,6,19.5,23,1.6483769416809082
5,15,22,18,28,6,19,12,19.5,23,1.6483769416809082
9,1,20,18,9,27,22,19,24.5,25,1.9606420993804932
20,18,9,1,22,19,9,27,24.5,25,1.9606420993804932
2,26,18,11,26,26,31,22,22.0,29,2.0458388328552246
18,11,2,26,31,22,26,26,22.0,29,2.0458388328552246
24,26,12,7,25,2,25,14,24.5,33,2.0657639503479004
12,7,24,26,25,14,25,2,24.5,33,2.0657639503479004
10,18,17,9,29,8,20,28,23.5,25,2.0973422527313232
17,9,10,18,20,28,29,8,23.5,25,2.0973422527313232
14,16,31,8,13,24,8,7,24.5,25,1.7277581691741943
31,8,14,16,8,7,13,24,24.5,25,1.7277581691741943
18,26,25,5,2,21,26,18,29.5,29,2.0820019245147705
25,5,18,26,26,18,2,21,29.5,29,2.0820019245147705
26,5,13,20,5,25,14,30,23.0,24,1.903069019317627
13,20,26,5,14,30,5,25,23.0,24,1.903069019317627
18,0,9,11,17,25,4,25,25.5,24,10.99328875541687
9,11,18,0,4,25,17,25,25.5,24,10.99328875541687
13,30,8,8,6,27,24,25,30.5,29,2.62367582321167
8,8,13,30,24,25,6,27,30.5,29,2.62367582321167
20,23,10,31,29,25,9,15,26.0,31,2.2078640460968018
10,31,20,23,9,15,29,25,26.0,31,2.2078640460968018
0,8,13,24,0,3,3,11,20.0,28,1.802229881286621
13,24,0,8,3,11,0,3,20.0,28,1.802229881286621
28,1,11,23,7,6,27,4,33.5,33,2.7225189208984375
11,23,28,1,27,4,7,6,33.5,33,2.7225189208984375
0,5,11,18,19,6,31,7,18.5,21,1.4869358539581299
11,18,0,5,31,7,19,6,18.5,21,1.4869358539581299
9,19,2,16,10,11,17,1,14.5,16,1.2734708786010742
2,16,9,19,17,1,10,11,14.5,16,1.2734708786010742
7,0,7,12,8,19,24,23,17.0,20,1.3765161037445068
7,12,7,0,24,23,8,19,17.0,20,1.3765161037445068
16,30,9,15,2,9,15,4,22.0,21,1.5729050636291504
9,15,16,30,15,4,2,9,22.0,21,1.5729050636291504
2,1,22,17,10,5,25,9,29.5,36,2.751142978668213
22,17,2,1,25,9,10,5,29.5,36,2.751142978668213
0,19,2,14,0,3,26,8,30.0,38,11.806628704071045
2,14,0,19,26,8,0,3,30.0,38,11.806628704071045
20,6,3,28,24,9,26,19,28.5,34,2.9758431911468506
3,28,20,6,26,19,24,9,28.5,34,2.9758431911468506
24,27,10,19,9,9,16,19,22.5,24,1.8700299263000488
10,19,24,27,16,19,9,9,22.5,24,1.8700299263000488
27,22,12,2,19,14,0,10,33.0,23,3.374351978302002
12,2,27,22,0,10,19,14,33.0,23,3.374351978302002
21,3,0,16,5,29,26,18,33.0,32,2.3253676891326904
0,16,21,3,26,18,5,29,33.0,32,2.3253676891326904
31,17,13,30,30,0,1,21,42.5,46,3.6067919731140137
13,30,31,17,1,21,30,0,42.5,46,3.6067919731140137
9,12,28,22,29,31,10,22,29.5,23,2.8109371662139893
28,22,9,12,10,22,29,31,29.5,23,2.8109371662139893
4,20,15,11,9,0,10,3,13.0,20,1.8091750144958496
15,11,4,20,10,3,9,0,13.0,20,1.8091750144958496
23,2,7,1,22,17,18,4,22.0,19,1.915679931640625
7,1,23,2,18,4,22,17,22.0,19,1.915679931640625
30,25,16,18,18,3,20,2,13.0,23,1.3602187633514404
16,18,30,25,20,2,18,3,13.0,23,1.3602187633514404
11,19,20,19,19,6,29,29,27.0,24,16.712279081344604
20,19,11,19,29,29,19,6,27.0,24,16.712279081344604
26,10,11,21,22,21,21,6,22.0,25,1.8439972400665283
11,21,26,10,21,6,22,21,22.0,25,1.8439972400665283
6,9,6,14,10,13,2,22,12.0,14,0.997603178024292
6,14,6,9,2,22,10,13,12.0,14,0.997603178024292
21,30,25,12,17,3,20,14,20.0,18,1.645226240158081
25,12,21,30,20,14,17,3,20.0,18,1.645226240158081
10,22,2,5,17,31,10,13,26.0,25,2.3385298252105713
2,5,10,22,10,13,17,31,26.0,25,2.3385298252105713
9,29,4,11,23,5,8,28,33.5,29,8.43179702758789
4,11,9,29,8,28,23,5,33.5,29,8.43179702758789
7,16,14,14,20,1,2,18,24.0,17,2.5862889289855957
14,14,7,16,2,18,20,1,24.0,17,2.5862889289855957
9,23,17,31,28,20,30,22,12.0,12,1.1634728908538818
17,31,9,23,30,22,28,20,12.0,12,1.1634728908538818
2,21,23,15,14,18,31,17,23.5,22,2.042375087738037
23,15,2,21,31,17,14,18,23.5,22,2.042375087738037
0,30,8,5,17,17,24,24,25.5,31,2.513993978500366
8,5,0,30,24,24,17,17,25.5,31,2.513993978500366
23,16,10,28,10,12,22,4,23.5,23,1.7703571319580078
10,28,23,16,22,4,10,12,23.5,23,1.7703571319580078
9,15,4,5,9,10,4,20,15.0,12,1.0421838760375977
4,5,9,15,4,20,9,10,15.0,12,1.0421838760375977
15,21,3,0,9,13,21,30,34.0,27,3.0631930828094482
3,0,15,21,21,30,9,13,34.0,27,3.0631930828094482
17,21,4,14,31,8,12,7,25.0,25,1.9273717403411865
4,14,17,21,12,7,31,8,25.0,25,1.9273717403411865
31,28,0,3,19,8,25,26,42.0,38,4.880583047866821
0,3,31,28,25,26,19,8,42.0,38,4.880583047866821
7,16,5,20,29,27,2,2,30.0,35,3.325105905532837
5,20,7,16,2,2,29,27,30.0,35,3.325105905532837
23,2,11,1,4,12,31,26,29.0,36,2.743011951446533
11,1,23,2,31,26,4,12,29.0,36,2.743011951446533
22,19,4,8,25,23,9,5,33.5,29,2.884155750274658
4,8,22,19,9,5,25,23,33.5,29,2.884155750274658
22,26,9,3,26,30,18,16,30.0,33,2.436168909072876
9,3,22,26,18,16,26,30,30.0,33,2.436168909072876
29,15,23,9,3,22,29,26,27.0,32,2.8192529678344727
23,9,29,15,29,26,3,22,27.0,32,2.8192529678344727
24,9,29,18,25,5,19,23,22.0,28,2.3485491275787354
29,18,24,9,19,23,25,5,22.0,28,2.3485491275787354
25,8,13,31,26,4,17,4,25.0,31,2.321638822555542
13,31,25,8,17,4,26,4,25.0,31,2.321638822555542
28,13,9,10,0,21,12,16,21.5,23,1.7125189304351807
9,10,28,13,12,16,0,21,21.5,23,1.7125189304351807
3,28,15,4,1,27,22,9,44.5,44,4.626873254776001
15,4,3,28,22,9,1,27,44.5,44,4.626873254776001
27,12,0,5,6,13,26,5,33.0,10,3.56412410736084
0,5,27,12,26,5,6,13,33.0,10,3.56412410736084
21,18,20,27,4,11,23,19,19.5,18,2.2720959186553955
20,27,21,18,23,19,4,11,19.5,18,2.2720959186553955
27,13,9,9,22,26,18,30,18.0,24,1.8042480945587158
9,9,27,13,18,30,22,26,18.0,24,1.8042480945587158
26,16,3,7,29,20,9,13,34.5,34,3.349470853805542
3,7,26,16,9,13,29,20,34.5,34,3.349470853805542
2,0,31,30,16,21,6,11,40.5,38,4.433586359024048
31,30,2,0,6,11,16,21,40.5,38,4.433586359024048
17,13,7,22,0,28,27,0,40.0,31,4.087190866470337
7,22,17,13,27,0,0,28,40.0,31,4.087190866470337
31,15,6,7,30,12,12,27,38.0,38,3.0013458728790283
6,7,31,15,12,27,30,12,38.0,38,3.0013458728790283
23,6,30,12,0,14,2,9,10.0,12,0.8223819732666016
30,12,23,6,2,9,0,14,10.0,12,0.8223819732666016
8,28,15,13,25,10,10,8,46.5,22,60.0
15,13,8,28,10,8,25,10,46.5,22,60.0
8,16,3,31,14,30,20,27,15.5,11,1.2541849613189697
3,31,8,16,20,27,14,30,15.5,11,1.2541849613189697
18,12,7,3,1,11,22,0,28.0,15,2.31840181350708
7,3,18,12,22,0,1,11,28.0,15,2.31840181350708
25,22,22,6,17,12,12,16,15.0,18,1.5026507377624512
22,6,25,22,12,16,17,12,15.0,18,1.5026507377624512
22,28,18,4,25,5,5,5,30.0,23,8.125861883163452
18,4,22,28,5,5,25,5,30.0,23,8.125861883163452
16,28,7,24,24,25,28,26,12.0,17,1.496263027191162
7,24,16,28,28,26,24,25,12.0,17,1.496263027191162
21,27,20,21,0,5,26,22,26.0,33,3.1984341144561768
20,21,21,27,26,22,0,5,26.0,33,3.1984341144561768
12,20,3,15,19,30,15,23,12.5,14,0.9723501205444336
3,15,12,20,15,23,19,30,12.5,14,0.9723501205444336
31,10,19,7,23,4,11,6,18.5,19,1.5133168697357178
19,7,31,10,11,6,23,4,18.5,19,1.5133168697357178
11,15,12,5,23,23,18,18,11.5,13,0.948012113571167
12,5,11,15,18,18,23,23,11.5,13,0.948012113571167
24,28,5,3,17,23,22,0,40.0,36,6.522166013717651
5,3,24,28,22,0,17,23,40.0,36,6.522166013717651
11,12,23,15,23,22,23,0,22.5,21,1.9808800220489502
23,15,11,12,23,0,23,22,22.5,21,1.9808800220489502
3,26,21,8,15,21,22,10,30.0,26,2.6904802322387695
21,8,3,26,22,10,15,21,30.0,26,2.6904802322387695
20,4,29,17,18,10,20,15,14.5,19,1.299250841140747
29,17,20,4,20,15,18,10,14.5,19,1.299250841140747
27,11,28,21,7,1,1,0,9.0,11,0.6424891948699951
28,21,27,11,1,0,7,1,9.0,11,0.6424891948699951
6,24,4,8,23,12,1,12,26.0,20,3.673576831817627
4,8,6,24,1,12,23,12,26.0,20,3.673576831817627
3,13,15,16,23,4,29,13,15.0,15,1.0346710681915283
15,16,3,13,29,13,23,4,15.0,15,1.0346710681915283
23,1,6,16,2,27,28,31,36.0,33,9.50260615348816
6,16,23,1,28,31,2,27,36.0,33,9.50260615348816
9,10,23,28,30,26,21,25,23.0,15,2.4485280513763428
23,28,9,10,21,25,30,26,23.0,15,2.4485280513763428
22,30,15,0,10,27,0,7,43.5,39,13.789175033569336
15,0,22,30,0,7,10,27,43.5,39,13.789175033569336
11,6,20,1,12,27,1,27,16.5,16,1.904958963394165
20,1,11,6,1,27,12,27,16.5,16,1.904958963394165
3,17,1,19,12,6,31,1,26.0,21,11.571222066879272
1,19,3,17,31,1,12,6,26.0,21,11.571222066879272
17,11,17,23,21,1,17,0,11.5,16,2.199751853942871
17,23,17,11,17,0,21,1,11.5,16,2.199751853942871
16,12,21,19,31,29,17,31,17.0,17,1.3448121547698975
21,19,16,12,17,31,31,29,17.0,17,1.3448121547698975
1,8,18,26,7,25,12,5,31.0,31,2.401019334793091
18,26,1,8,12,5,7,25,31.0,31,2.401019334793091
31,27,15,22,15,24,16,22,12.0,11,1.3665759563446045
15,22,31,27,16,22,15,24,12.0,11,1.3665759563446045
30,26,19,16,11,15,8,17,14.0,19,1.5745201110839844
19,16,30,26,8,17,11,15,14.0,19,1.5745201110839844
16,26,11,16,7,18,29,14,22.5,27,1.9689199924468994
11,16,16,26,29,14,7,18,22.5,27,1.9689199924468994
4,8,29,29,22,23,22,19,25.0,23,2.9677579402923584
29,29,4,8,22,19,22,23,25.0,23,2.9677579402923584
6,7,0,1,8,17,19,0,20.0,24,1.7851881980895996
0,1,6,7,19,0,8,17,20.0,24,1.7851881980895996
16,30,3,30,23,20,14,18,13.0,15,1.001422643661499
3,30,16,30,14,18,23,20,13.0,15,1.001422643661499
1,26,27,2,12,6,27,26,45.5,40,4.109692335128784
27,2,1,26,27,26,12,6,45.5,40,4.109692335128784
10,0,0,29,21,14,15,4,19.0,18,60.0
0,29,10,0,15,4,21,14,19.0,18,60.0
8,15,17,12,9,8,20,10,13.5,13,0.9964261054992676
17,12,8,15,20,10,9,8,13.5,13,0.9964261054992676
19,6,14,7,25,11,2,2,20.0,18,2.0112221240997314
14,7,19,6,2,2,25,11,20.0,18,2.0112221240997314
5,14,21,8,12,27,7,27,21.5,28,11.361062049865723
21,8,5,14,7,27,12,27,21.5,28,11.361062049865723
26,14,6,5,22,18,1,6,33.0,23,2.815912961959839
6,5,26,14,1,6,22,18,33.0,23,2.815912961959839
22,7,5,21,19,19,29,28,27.0,33,2.246140241622925
5,21,22,7,29,28,19,19,27.0,33,2.246140241622925
13,19,2,28,22,21,30,30,20.5,16,1.5089850425720215
2,28,13,19,30,30,22,21,20.5,16,1.5089850425720215
6,12,17,11,1,7,20,1,21.5,21,1.966264009475708
17,11,6,12,20,1,1,7,21.5,21,1.966264009475708
5,17,15,4,18,11,0,4,26.0,14,2.5743658542633057
15,4,5,17,0,4,18,11,26.0,14,2.5743658542633057
28,13,30,14,21,14,22,17,3.5,4,0.24827313423156738
30,14,28,13,22,17,21,14,3.5,4,0.24827313423156738
